from,to,from_stop_lat,from_stop_lon,to_stop_lat,to_stop_lon,beeline,duration,walk_distance
4219102,4201002,51.9966420764,7.6423257378,51.9949159835,7.6401999727,241.143575873116,3.21,240
4219102,4201003,51.9966420764,7.6423257378,51.994725235,7.6392311313,300.869264121036,4.34,330
4219102,4202102,51.9966420764,7.6423257378,51.9973163542,7.6468068794,316.175198091641,4.6,350
4219102,4201001,51.9966420764,7.6423257378,51.9943331093,7.6394115791,325.519573157376,4.37,330
4219102,4202101,51.9966420764,7.6423257378,51.9973679324,7.647176,342.114521740496,4.94,370
4219102,4200101,51.9966420764,7.6423257378,51.9945618306,7.638624138,343.506335791277,5.03,380
4219102,4200102,51.9966420764,7.6423257378,51.994371572,7.6387074864,354.102179415531,4.75,390
4219102,4901101,51.9966420764,7.6423257378,51.9925696223,7.6435382843,460.899072023902,7.62,580
4219102,4204003,51.9966420764,7.6423257378,51.992933676,7.647123171,527.776345681484,9.29,710
4219102,4203101,51.9966420764,7.6423257378,51.9979679905,7.6497807341,531.851240159125,7.61,570
4219102,4593102,51.9966420764,7.6423257378,51.9951682275,7.6346858282,548.751036033604,8.52,670
4219102,4593101,51.9966420764,7.6423257378,51.9952854577,7.6343720287,565.688293434776,8.8,690
4220001,4220002,51.9704152047,7.6566581999,51.9693983301,7.6561417952,118.608797240498,0.55,130
4220001,4218101,51.9704152047,7.6566581999,51.97232,7.6572731375,216.193842761643,0.65,220
4220001,4218102,51.9704152047,7.6566581999,51.9723974294,7.6571611712,223.339931928026,1.11,240
4220001,4294202,51.9704152047,7.6566581999,51.9677742047,7.6607343108,405.685713343917,6.34,570
4220001,4217102,51.9704152047,7.6566581999,51.9757128081,7.6581883759,598.989550362486,6.53,620
4220002,4220001,51.9693983301,7.6561417952,51.9704152047,7.6566581999,118.608797240498,0.55,130
4220002,4221102,51.9693983301,7.6561417952,51.9679901509,7.6547444424,183.731586471019,2.24,240
4220002,4221101,51.9693983301,7.6561417952,51.9678774628,7.65476,194.021052383156,2.46,250
4220002,4238107,51.9693983301,7.6561417952,51.9673107898,7.6576129681,253.343146743524,4.66,370
4220002,4238101,51.9693983301,7.6561417952,51.9670881234,7.6578655143,283.041857779679,5.14,440
4220002,4238108,51.9693983301,7.6561417952,51.966868,7.657686,300.927326066337,5.16,400
4220002,4238602,51.9693983301,7.6561417952,51.9666330643,7.654505957,327.635793672883,5.1,400
4220002,4218101,51.9693983301,7.6561417952,51.97232,7.6572731375,334.365138844843,3.6,350
4220002,4218102,51.9693983301,7.6561417952,51.9723974294,7.6571611712,341.098953838587,3.68,350
4220002,4294202,51.9693983301,7.6561417952,51.9677742047,7.6607343108,363.171088585831,6.27,530
4221101,4221102,51.9678774628,7.65476,51.9679901509,7.6547444424,12.5896790480385,0.52,70
4221101,4238602,51.9678774628,7.65476,51.9666330643,7.654505957,139.617266763981,3.05,240
4221101,4220002,51.9678774628,7.65476,51.9693983301,7.6561417952,194.021052383156,2.46,250
4221101,4222102,51.9678774628,7.65476,51.9681509992,7.6518900137,199.176714606553,2.85,230
4221101,4238107,51.9678774628,7.65476,51.9673107898,7.6576129681,205.587131874392,2.92,270
4221101,4238108,51.9678774628,7.65476,51.966868,7.657686,230.000187343931,3.08,280
4221101,4238101,51.9678774628,7.65476,51.9670881234,7.6578655143,230.404560886382,3.35,310
4221101,4222101,51.9678774628,7.65476,51.968165,7.651309,238.83819749068,3.22,260
4221101,4220001,51.9678774628,7.65476,51.9704152047,7.6566581999,311.05295805644,3.54,360
4221101,4294202,51.9678774628,7.65476,51.9677742047,7.6607343108,409.905543671326,5.27,480
4221101,4239101,51.9678774628,7.65476,51.9649289807,7.6511637492,410.571661088753,5.48,530
4221101,4223101,51.9678774628,7.65476,51.9680146698,7.6483287229,441.348278181304,5.93,460
4221101,4218101,51.9678774628,7.65476,51.97232,7.6572731375,523.714052971562,6.59,580
4221101,4218102,51.9678774628,7.65476,51.9723974294,7.6571611712,529.42232676385,6.67,580
4221102,4221101,51.9679901509,7.6547444424,51.9678774628,7.65476,12.5896790480385,0.52,70
4221102,4238602,51.9679901509,7.6547444424,51.9666330643,7.654505957,151.953081901199,2.87,240
4221102,4220002,51.9679901509,7.6547444424,51.9693983301,7.6561417952,183.731586471019,2.24,240
4221102,4222102,51.9679901509,7.6547444424,51.9681509992,7.6518900137,196.585268935156,2.67,220
4221102,4238107,51.9679901509,7.6547444424,51.9673107898,7.6576129681,210.771629601911,3.0,280
4221102,4222101,51.9679901509,7.6547444424,51.968165,7.651309,236.418922452792,3.04,250
4221102,4238108,51.9679901509,7.6547444424,51.966868,7.657686,237.288936050224,3.36,300
4221102,4220001,51.9679901509,7.6547444424,51.9704152047,7.6566581999,300.170992359117,3.32,350
4221102,4294202,51.9679901509,7.6547444424,51.9677742047,7.6607343108,411.513569447468,5.06,470
4221102,4239101,51.9679901509,7.6547444424,51.9649289807,7.6511637492,420.04259136201,5.3,520
4221102,4223101,51.9679901509,7.6547444424,51.9680146698,7.6483287229,440.024814041491,5.75,460
4221102,4218101,51.9679901509,7.6547444424,51.97232,7.6572731375,512.24525148673,6.37,560
4221102,4218102,51.9679901509,7.6547444424,51.9723974294,7.6571611712,517.855345184633,6.46,570
4222101,4222102,51.968165,7.651309,51.9681509992,7.6518900137,39.8786314535715,0.62,50
4222101,4223101,51.968165,7.651309,51.9680146698,7.6483287229,205.083135605008,2.99,240
4222101,4221102,51.968165,7.651309,51.9679901509,7.6547444424,236.418922452792,3.04,250
4222101,4221101,51.968165,7.651309,51.9678774628,7.65476,238.83819749068,3.22,260
4222101,4238602,51.968165,7.651309,51.9666330643,7.654505957,277.773962205466,4.86,370
4222101,4223102,51.968165,7.651309,51.9679871854,7.6466127181,322.697399023261,4.38,360
4222101,4239102,51.968165,7.651309,51.9649912915,7.6509993686,353.933296618549,4.73,420
4222101,4220002,51.968165,7.651309,51.9693983301,7.6561417952,358.757251208796,5.75,460
4222101,4239101,51.968165,7.651309,51.9649289807,7.6511637492,360.36974695991,5.03,440
4222101,4224101,51.968165,7.651309,51.9667688159,7.6460723927,391.339395603414,5.81,510
4222101,4224102,51.968165,7.651309,51.9672197188,7.6455306782,410.036138924444,6.07,490
4222101,4238107,51.968165,7.651309,51.9673107898,7.6576129681,442.687921006253,6.84,510
4222101,4220001,51.968165,7.651309,51.9704152047,7.6566581999,444.220632123398,7.18,590
4222101,4238108,51.968165,7.651309,51.966868,7.657686,460.580726808797,7.05,530
4222101,4238101,51.968165,7.651309,51.9670881234,7.6578655143,465.380971883699,7.32,550
